Strain,Replicate,TechRep,Drug,LevelEvolvedTo,Time,OD_24h,OD_48h,OD_72h,Person,,,,,,,,
y106,11,A,0.5,0.5,t5,0.099,0.0998,0.0642,Q,,,,,,,,
y106,12,A,0.5,0.5,t5,0.0977,0.0965,0.0609,Q,,,,,,,,
y048,1,A,0.5,0.5,t5,0.3031,0.5194,0.6311,Q,,,,,,,,
y048,2,A,0.5,0.5,t5,0.2316,0.3982,0.5343,Q,,,,,,,,
y048,3,A,0.5,0.5,t5,0.2359,0.4446,0.5851,Q,,,,,,,,
y048,4,A,0.5,0.5,t5,0.3233,1.1535,1.2529,Q,,,,,,,,
y048,5,A,0.5,0.5,t5,0.1922,0.5894,0.8596,Q,,,,,,,,
y048,6,A,0.5,0.5,t5,0.363,1.0877,1.1888,Q,,,,,,,,
y048,7,A,0.5,0.5,t5,0.3307,0.6345,0.7575,Q,,,,,,,,
y048,8,A,0.5,0.5,t5,0.2625,0.5531,0.7334,Q,,,,,,,,
y048,9,A,0.5,0.5,t5,0.258,0.606,0.8064,Q,,,,,,,,
y048,10,A,0.5,0.5,t5,0.2924,0.6729,0.7965,Q,,,,,,,,
y048,11,A,0.5,0.5,t5,0.4353,0.8304,0.8526,Q,,,,,,,,
y048,12,A,0.5,0.5,t5,0.2694,0.5076,0.5546,Q,,,,,,,,
y079,1,A,0.5,0.5,t5,0.1035,0.1118,0.2051,Q,,,,,,,,
y079,2,A,0.5,0.5,t5,0.1085,0.168,0.6078,Q,,,,,,,,
y079,3,A,0.5,0.5,t5,0.115,0.1726,0.5218,Q,,,,,,,,
y079,4,A,0.5,0.5,t5,0.1225,0.2135,0.6503,Q,,,,,,,,
y079,5,A,0.5,0.5,t5,0.1218,0.1604,0.1789,Q,,,,,,,,
y079,6,A,0.5,0.5,t5,0.1723,0.271,0.7148,Q,,,,,,,,
y079,7,A,0.5,0.5,t5,0.1696,0.2185,0.6161,Q,,,,,,,,
y079,8,A,0.5,0.5,t5,0.2063,0.2676,0.8968,Q,,,,,,,,
y079,9,A,0.5,0.5,t5,0.1983,0.2389,0.4966,Q,,,,,,,,
y079,10,A,0.5,0.5,t5,0.2462,0.2765,0.1289,Q,,,,,,,,
y079,11,A,0.5,0.5,t5,0.1922,0.3203,0.7805,Q,,,,,,,,
y079,12,A,0.5,0.5,t5,0.1175,0.1483,0.6292,Q,,,,,,,,
y074,1,A,0.5,0.5,t5,0.1211,0.1562,0.2402,Q,,,,,,,,
y074,2,A,0.5,0.5,t5,0.1226,0.1617,0.2937,Q,,,,,,,,
y074,3,A,0.5,0.5,t5,0.1248,0.148,0.0823,Q,,,,,,,,
y074,4,A,0.5,0.5,t5,0.1349,0.1801,0.1046,Q,,,,,,,,
y074,5,A,0.5,0.5,t5,0.188,0.2767,0.1608,Q,,,,,,,,
y074,6,A,0.5,0.5,t5,0.2015,0.1854,0.0538,Q,,,,,,,,
y074,7,A,0.5,0.5,t5,0.2429,0.2816,0.0998,Q,,,,,,,,
y074,8,A,0.5,0.5,t5,0.1798,0.2108,0.0912,Q,,,,,,,,
y074,9,A,0.5,0.5,t5,0.2118,0.222,0.3072,Q,,,,,,,,
y074,10,A,0.5,0.5,t5,0.2252,0.2182,0.2275,Q,,,,,,,,
y074,11,A,0.5,0.5,t5,0.2226,0.2222,0.3138,Q,,,,,,,,
y074,12,A,0.5,0.5,t5,0.1246,0.1619,0.1466,Q,,,,,,,,
y076,1,A,0.5,0.5,t5,0.1632,0.628,0.9537,Q,,,,,,,,
y076,2,A,0.5,0.5,t5,0.2292,0.6806,1.0868,Q,,,,,,,,
y076,3,A,0.5,0.5,t5,0.2085,1.0273,1.3016,Q,,,,,,,,
y076,4,A,0.5,0.5,t5,0.2368,0.8344,1.1736,Q,,,,,,,,
y076,5,A,0.5,0.5,t5,0.3283,1.1364,1.3208,Q,,,,,,,,
y076,6,A,0.5,0.5,t5,0.2876,0.8784,1.0702,Q,,,,,,,,
y076,7,A,0.5,0.5,t5,0.269,0.7219,1.2861,Q,,,,,,,,
y076,8,A,0.5,0.5,t5,0.2589,0.5087,0.7629,Q,,,,,,,,
y076,9,A,0.5,0.5,t5,0.4449,1.0118,1.2606,Q,,,,,,,,
y076,10,A,0.5,0.5,t5,0.2675,0.7623,1.22,Q,,,,,,,,
y076,11,A,0.5,0.5,t5,0.2643,0.5783,1.0058,Q,,,,,,,,
y076,12,A,0.5,0.5,t5,0.1641,0.8519,1.1547,Q,,,,,,,,
y109,1,A,0.5,0.5,t5,0.1404,0.2364,0.3505,Q,,,,,,,,
y109,2,A,0.5,0.5,t5,0.2404,0.4603,0.6597,Q,,,,,,,,
y109,3,A,0.5,0.5,t5,0.2782,0.496,0.4652,Q,,,,,,,,
y109,4,A,0.5,0.5,t5,0.136,0.2135,0.0609,Q,,,,,,,,
y109,5,A,0.5,0.5,t5,0.2251,0.6572,0.842,Q,,,,,,,,
y109,6,A,0.5,0.5,t5,0.3539,0.6327,0.6176,Q,,,,,,,,
y109,7,A,0.5,0.5,t5,0.398,0.6645,0.6813,Q,,,,,,,,
y109,8,A,0.5,0.5,t5,0.2258,0.7141,0.8892,Q,,,,,,,,
y109,9,A,0.5,0.5,t5,0.2588,0.4256,0.321,Q,,,,,,,,
y109,10,A,0.5,0.5,t5,0.2625,0.2716,0.2634,Q,,,,,,,,
y109,11,A,0.5,0.5,t5,0.3355,0.8466,1.2468,Q,,,,,,,,
y109,12,A,0.5,0.5,t5,0.1987,0.7636,1.1209,Q,,,,,,,,
y003,1,A,0.5,0.5,t5,0.1427,0.2981,0.3693,Q,,,,,,,,
y003,2,A,0.5,0.5,t5,0.163,0.4526,0.696,Q,,,,,,,,
y003,3,A,0.5,0.5,t5,0.1284,0.1236,0.0806,Q,,,,,,,,
y003,4,A,0.5,0.5,t5,0.1909,0.63,1.0654,Q,,,,,,,,
y003,5,A,0.5,0.5,t5,0.1722,0.7147,1.1523,Q,,,,,,,,
y003,6,A,0.5,0.5,t5,0.2799,1.0226,1.2739,Q,,,,,,,,
y003,7,A,0.5,0.5,t5,0.2773,0.7246,1.2243,Q,,,,,,,,
y003,8,A,0.5,0.5,t5,0.2498,0.9121,1.2357,Q,,,,,,,,
y003,9,A,0.5,0.5,t5,0.3153,0.5297,0.6274,Q,,,,,,,,
y003,10,A,0.5,0.5,t5,0.252,0.4504,0.8345,Q,,,,,,,,
y003,11,A,0.5,0.5,t5,0.3099,0.7054,1.016,Q,,,,,,,,
y003,12,A,0.5,0.5,t5,0.1488,0.3302,0.4389,Q,,,,,,,,
y026,1,A,0.5,0.5,t5,0.1353,0.5227,0.7708,Q,,,,,,,,
y026,2,A,0.5,0.5,t5,0.1965,0.8364,0.831,Q,,,,,,,,
y026,3,A,0.5,0.5,t5,0.1391,0.7719,1.2501,Q,,,,,,,,
y026,4,A,0.5,0.5,t5,0.1124,0.3216,0.4192,Q,,,,,,,,
y026,5,A,0.5,0.5,t5,0.1083,0.3748,0.8215,Q,,,,,,,,
y026,6,A,0.5,0.5,t5,0.2699,0.9159,0.9023,Q,,,,,,,,
y026,7,A,0.5,0.5,t5,0.1876,0.8223,1.0494,Q,,,,,,,,
y026,8,A,0.5,0.5,t5,0.1321,0.2841,0.5887,Q,,,,,,,,
y026,9,A,0.5,0.5,t5,0.2263,0.7825,1.0383,Q,,,,,,,,
y026,10,A,0.5,0.5,t5,0.2322,0.7794,0.7338,Q,,,,,,,,
y026,11,A,0.5,0.5,t5,0.2159,0.655,0.9005,Q,,,,,,,,
y026,12,A,0.5,0.5,t5,0.1001,0.1001,0.0643,Q,,,,,,,,
y106,1,A,2,0.5,t5,0.1405,0.2138,0.1593,Q,,,,,,,,
y106,2,A,2,0.5,t5,0.1278,0.2073,0.1631,Q,,,,,,,,
y106,3,A,2,0.5,t5,0.1904,0.3697,0.2943,Q,,,,,,,,
y106,4,A,2,0.5,t5,0.1151,0.2168,0.1943,Q,,,,,,,,
y106,5,A,2,0.5,t5,0.0979,0.0992,0.0626,Q,,,,,,,,
y106,6,A,2,0.5,t5,0.1096,0.2196,0.2912,Q,,,,,,,,
y106,7,A,2,0.5,t5,0.1008,0.1003,0.0638,Q,,,,,,,,
y106,8,A,2,0.5,t5,0.1778,0.2636,0.1788,Q,,,,,,,,
y106,9,A,2,0.5,t5,0.098,0.0982,0.0629,Q,,,,,,,,
y106,10,A,2,0.5,t5,0.2163,0.3078,0.2343,Q,,,,,,,,
y106,11,A,2,0.5,t5,0.0979,0.098,0.0624,Q,,,,,,,,
y106,12,A,2,0.5,t5,0.0994,0.0989,0.063,Q,,,,,,,,
y048,1,A,2,0.5,t5,0.2748,0.4595,0.4886,Q,,,,,,,,
y048,2,A,2,0.5,t5,0.2288,0.3901,0.4558,Q,,,,,,,,
y048,3,A,2,0.5,t5,0.2529,0.3955,0.399,Q,,,,,,,,
y048,4,A,2,0.5,t5,0.3265,1.0289,1.0935,Q,,,,,,,,
y048,5,A,2,0.5,t5,0.1655,0.3316,0.4142,Q,,,,,,,,
y048,6,A,2,0.5,t5,0.2926,0.8968,0.9807,Q,,,,,,,,
y048,7,A,2,0.5,t5,0.2512,0.5402,0.6024,Q,,,,,,,,
y048,8,A,2,0.5,t5,0.1764,0.4033,0.5057,Q,,,,,,,,
y048,9,A,2,0.5,t5,0.2005,0.4979,0.59,Q,,,,,,,,
y048,10,A,2,0.5,t5,0.2393,0.5229,0.6121,Q,,,,,,,,
y048,11,A,2,0.5,t5,0.3934,0.7179,0.7905,Q,,,,,,,,
y048,12,A,2,0.5,t5,0.272,0.4959,0.5502,Q,,,,,,,,
y079,1,A,2,0.5,t5,0.0995,0.2645,0.7222,Q,,,,,,,,
y079,2,A,2,0.5,t5,0.0998,0.2519,1.042,Q,,,,,,,,
y079,3,A,2,0.5,t5,0.0982,0.2678,0.9318,Q,,,,,,,,
y079,4,A,2,0.5,t5,0.1087,0.3642,0.9489,Q,,,,,,,,
y079,5,A,2,0.5,t5,0.1086,0.2736,0.9384,Q,,,,,,,,
y079,6,A,2,0.5,t5,0.1062,0.3447,1.1535,Q,,,,,,,,
y079,7,A,2,0.5,t5,0.0947,0.0954,0.0593,Q,,,,,,,,
y079,8,A,2,0.5,t5,0.103,0.8748,1.312,Q,,,,,,,,
y079,9,A,2,0.5,t5,0.097,0.1032,0.2767,Q,,,,,,,,
y079,10,A,2,0.5,t5,0.0986,0.1346,0.3552,Q,,,,,,,,
y079,11,A,2,0.5,t5,0.1036,0.3625,1.053,Q,,,,,,,,
y079,12,A,2,0.5,t5,0.101,0.2458,0.8285,Q,,,,,,,,
y074,1,A,2,0.5,t5,0.1184,0.1534,0.1307,Q,,,,,,,,
y074,2,A,2,0.5,t5,0.1179,0.1632,0.1453,Q,,,,,,,,
y074,3,A,2,0.5,t5,0.1074,0.1194,0.0948,Q,,,,,,,,
y074,4,A,2,0.5,t5,0.1069,0.1248,0.1058,Q,,,,,,,,
y074,5,A,2,0.5,t5,0.1288,0.1568,0.1256,Q,,,,,,,,
y074,6,A,2,0.5,t5,0.1002,0.1011,0.0645,Q,,,,,,,,
y074,7,A,2,0.5,t5,0.13,0.1436,0.1248,Q,,,,,,,,
y074,8,A,2,0.5,t5,0.0991,0.0994,0.0663,Q,,,,,,,,
y074,9,A,2,0.5,t5,0.1028,0.1322,0.1206,Q,,,,,,,,
y074,10,A,2,0.5,t5,0.0959,0.0963,0.0594,Q,,,,,,,,
y074,11,A,2,0.5,t5,0.0997,0.1006,0.0657,Q,,,,,,,,
y074,12,A,2,0.5,t5,0.1106,0.134,0.1059,Q,,,,,,,,
y076,1,A,2,0.5,t5,0.171,0.5273,0.6688,Q,,,,,,,,
y076,2,A,2,0.5,t5,0.231,0.7874,1.0467,Q,,,,,,,,
y076,3,A,2,0.5,t5,0.2813,1.0974,1.2322,Q,,,,,,,,
y076,4,A,2,0.5,t5,0.2555,0.975,1.1507,Q,,,,,,,,
y076,5,A,2,0.5,t5,0.3183,1.1089,1.2405,Q,,,,,,,,
y076,6,A,2,0.5,t5,0.4212,0.9896,1.0822,Q,,,,,,,,
y076,7,A,2,0.5,t5,0.2548,0.9035,1.2406,Q,,,,,,,,
y076,8,A,2,0.5,t5,0.1973,0.4558,0.7324,Q,,,,,,,,
y076,9,A,2,0.5,t5,0.3894,0.8616,1.0159,Q,,,,,,,,
y076,10,A,2,0.5,t5,0.119,0.7148,0.8708,Q,,,,,,,,
y076,11,A,2,0.5,t5,0.2634,0.6612,0.8985,Q,,,,,,,,
y076,12,A,2,0.5,t5,0.2687,1.0341,1.2278,Q,,,,,,,,
y109,1,A,2,0.5,t5,0.1628,0.4434,0.5661,Q,,,,,,,,
y109,2,A,2,0.5,t5,0.2107,0.4289,0.494,Q,,,,,,,,
y109,3,A,2,0.5,t5,0.2153,0.3403,0.3106,Q,,,,,,,,
y109,4,A,2,0.5,t5,0.0981,0.0981,0.0635,Q,,,,,,,,
y109,5,A,2,0.5,t5,0.151,0.3336,0.4003,Q,,,,,,,,
y109,6,A,2,0.5,t5,0.2931,0.5297,0.5577,Q,,,,,,,,
y109,7,A,2,0.5,t5,0.2818,0.5454,0.5862,Q,,,,,,,,
y109,8,A,2,0.5,t5,0.1713,0.4478,0.5457,Q,,,,,,,,
y109,9,A,2,0.5,t5,0.1379,0.2386,0.2214,Q,,,,,,,,
y109,10,A,2,0.5,t5,0.097,0.099,0.0648,Q,,,,,,,,
y109,11,A,2,0.5,t5,0.1723,0.3742,0.6259,Q,,,,,,,,
y109,12,A,2,0.5,t5,0.2865,0.976,1.1701,Q,,,,,,,,
y003,1,A,2,0.5,t5,0.1262,0.2605,0.3201,Q,,,,,,,,
y003,2,A,2,0.5,t5,0.1296,0.3086,0.3802,Q,,,,,,,,
y003,3,A,2,0.5,t5,0.1022,0.1274,0.1464,Q,,,,,,,,
y003,4,A,2,0.5,t5,0.1571,0.4893,0.7827,Q,,,,,,,,
y003,5,A,2,0.5,t5,0.1821,0.5923,1.0311,Q,,,,,,,,
y003,6,A,2,0.5,t5,0.2194,0.8882,1.1415,Q,,,,,,,,
y003,7,A,2,0.5,t5,0.124,0.3443,0.784,Q,,,,,,,,
y003,8,A,2,0.5,t5,0.1442,0.8072,1.1778,Q,,,,,,,,
y003,9,A,2,0.5,t5,0.1592,0.3337,0.4441,Q,,,,,,,,
y003,10,A,2,0.5,t5,0.181,0.4199,0.4988,Q,,,,,,,,
y003,11,A,2,0.5,t5,0.1726,0.4141,0.5619,Q,,,,,,,,
y003,12,A,2,0.5,t5,0.1373,0.397,0.6833,Q,,,,,,,,
y026,1,A,2,0.5,t5,0.1463,0.5005,0.6012,Q,,,,,,,,
y026,2,A,2,0.5,t5,0.1381,0.5562,0.5421,Q,,,,,,,,
y026,3,A,2,0.5,t5,0.1095,0.5305,0.7373,Q,,,,,,,,
y026,4,A,2,0.5,t5,0.1654,0.8894,1.1517,Q,,,,,,,,
y026,5,A,2,0.5,t5,0.1555,0.9834,1.1108,Q,,,,,,,,
y026,6,A,2,0.5,t5,0.1906,0.7371,0.701,Q,,,,,,,,
y026,7,A,2,0.5,t5,0.1412,0.7893,0.9474,Q,,,,,,,,
y026,8,A,2,0.5,t5,0.1036,0.4121,0.7248,Q,,,,,,,,
y026,9,A,2,0.5,t5,0.189,0.6084,0.656,Q,,,,,,,,
y026,10,A,2,0.5,t5,0.2758,0.8316,0.8088,Q,,,,,,,,
y026,11,A,2,0.5,t5,0.1453,0.6305,0.7141,Q,,,,,,,,
y026,12,A,2,0.5,t5,0.1,0.1004,0.0635,Q,,,,,,,,
y106,1,B,0,,t0,1.1255,1.4396,1.5601,Q,,,,,,,,
y106,2,B,0,,t0,1.4048,1.5628,1.5726,Q,,,,,,,,
y106,3,B,0,,t0,1.3873,1.5343,1.5676,Q,,,,,,,,
y106,4,B,0,,t0,1.468,1.5494,1.5661,Q,,,,,,,,
y106,5,B,0,,t0,1.3312,1.5255,1.5693,Q,,,,,,,,
y106,6,B,0,,t0,1.3899,1.5543,1.5738,Q,,,,,,,,
y106,7,B,0,,t0,1.379,1.5488,1.5727,Q,,,,,,,,
y106,8,B,0,,t0,1.4411,1.541,1.5707,Q,,,,,,,,
y106,9,B,0,,t0,1.4674,1.5482,1.5709,Q,,,,,,,,
y106,10,B,0,,t0,1.4505,1.512,1.571,Q,,,,,,,,
y106,11,B,0,,t0,1.3432,1.5109,1.5694,Q,,,,,,,,
y106,12,B,0,,t0,1.4708,1.5542,1.5734,Q,,,,,,,,
y048,1,B,0,,t0,1.2367,1.5514,1.5613,Q,,,,,,,,
y048,2,B,0,,t0,1.3491,1.5604,1.5659,Q,,,,,,,,
y048,3,B,0,,t0,1.3229,1.5576,1.5631,Q,,,,,,,,
y048,4,B,0,,t0,1.3523,1.5578,1.5661,Q,,,,,,,,
y048,5,B,0,,t0,1.39,1.5466,1.5617,Q,,,,,,,,
y048,6,B,0,,t0,1.4084,1.5548,1.5632,Q,,,,,,,,
y048,7,B,0,,t0,1.398,1.5554,1.5659,Q,,,,,,,,
y048,8,B,0,,t0,1.4134,1.5125,1.5675,Q,,,,,,,,
y048,9,B,0,,t0,1.3202,1.5496,1.5768,Q,,,,,,,,
y048,10,B,0,,t0,1.3699,1.5356,1.5707,Q,,,,,,,,
y048,11,B,0,,t0,1.2796,1.5248,1.5651,Q,,,,,,,,
y048,12,B,0,,t0,1.383,1.5528,1.5701,Q,,,,,,,,
y079,1,B,0,,t0,0.63,1.4997,1.5256,Q,,,,,,,,
y079,2,B,0,,t0,0.8458,1.5267,1.5381,Q,,,,,,,,
y079,3,B,0,,t0,0.9445,1.5199,1.54,Q,,,,,,,,
y079,4,B,0,,t0,0.3351,1.444,1.4822,Q,,,,,,,,
y079,5,B,0,,t0,0.6731,1.5292,1.5373,Q,,,,,,,,
y079,6,B,0,,t0,0.6294,1.5273,1.5354,Q,,,,,,,,
y079,7,B,0,,t0,0.5855,1.5332,1.5412,Q,,,,,,,,
y079,8,B,0,,t0,0.6763,1.5139,1.5399,Q,,,,,,,,
y079,9,B,0,,t0,1.035,1.5333,1.5422,Q,,,,,,,,
y079,10,B,0,,t0,0.4635,1.5418,1.5456,Q,,,,,,,,
y079,11,B,0,,t0,0.6768,1.5275,1.5433,Q,,,,,,,,
y079,12,B,0,,t0,0.833,1.5234,1.538,Q,,,,,,,,
y074,1,B,0,,t0,0.6059,1.5169,1.5402,Q,,,,,,,,
y074,2,B,0,,t0,0.6216,1.5275,1.546,Q,,,,,,,,
y074,3,B,0,,t0,0.4856,1.5194,1.557,Q,,,,,,,,
y074,4,B,0,,t0,0.4218,1.4993,1.5491,Q,,,,,,,,
y074,5,B,0,,t0,0.464,1.5057,1.5443,Q,,,,,,,,
y074,6,B,0,,t0,0.5375,1.495,1.5419,Q,,,,,,,,
y074,7,B,0,,t0,0.5289,1.5227,1.549,Q,,,,,,,,
y074,8,B,0,,t0,0.6674,1.527,1.5485,Q,,,,,,,,
y074,9,B,0,,t0,0.635,1.5295,1.5494,Q,,,,,,,,
y074,10,B,0,,t0,0.7453,1.5322,1.5465,Q,,,,,,,,
y074,11,B,0,,t0,0.5444,1.5261,1.5487,Q,,,,,,,,
y074,12,B,0,,t0,0.7714,1.5302,1.5537,Q,,,,,,,,
y076,1,B,0,,t0,1.3977,1.5392,1.5513,Q,,,,,,,,
y076,2,B,0,,t0,1.378,1.5424,1.5489,Q,,,,,,,,
y076,3,B,0,,t0,1.3928,1.5418,1.5545,Q,,,,,,,,
y076,4,B,0,,t0,1.3898,1.5349,1.5541,Q,,,,,,,,
y076,5,B,0,,t0,1.3343,1.5388,1.5553,Q,,,,,,,,
y076,6,B,0,,t0,1.3799,1.5452,1.5547,Q,,,,,,,,
y076,7,B,0,,t0,1.3822,1.5427,1.5538,Q,,,,,,,,
y076,8,B,0,,t0,1.2342,1.5116,1.5301,Q,,,,,,,,
y076,9,B,0,,t0,1.3795,1.5526,1.5602,Q,,,,,,,,
y076,10,B,0,,t0,1.2638,1.5496,1.5617,Q,,,,,,,,
y076,11,B,0,,t0,1.3279,1.5493,1.5598,Q,,,,,,,,
y076,12,B,0,,t0,1.4147,1.5472,1.5603,Q,,,,,,,,
y109,1,B,0,,t0,1.3445,1.5577,1.5638,Q,,,,,,,,
y109,2,B,0,,t0,1.3602,1.5649,1.571,Q,,,,,,,,
y109,3,B,0,,t0,1.4095,1.5639,1.5698,Q,,,,,,,,
y109,4,B,0,,t0,1.3105,1.559,1.575,Q,,,,,,,,
y109,5,B,0,,t0,1.3909,1.5635,1.5722,Q,,,,,,,,
y109,6,B,0,,t0,1.4149,1.5665,1.5758,Q,,,,,,,,
y109,7,B,0,,t0,1.4134,1.5654,1.5723,Q,,,,,,,,
y109,8,B,0,,t0,1.3857,1.5702,1.5788,Q,,,,,,,,
y109,9,B,0,,t0,1.4192,1.5561,1.5778,Q,,,,,,,,
y109,10,B,0,,t0,1.4037,1.5767,1.5821,Q,,,,,,,,
y109,11,B,0,,t0,1.4357,1.573,1.5815,Q,,,,,,,,
y109,12,B,0,,t0,1.463,1.5718,1.583,Q,,,,,,,,
y003,1,B,0,,t0,1.4294,1.5417,1.5405,Q,,,,,,,,
y003,2,B,0,,t0,1.1384,1.5377,1.5448,Q,,,,,,,,
y003,3,B,0,,t0,0.9863,1.5426,1.548,Q,,,,,,,,
y003,4,B,0,,t0,1.1428,1.5423,1.5465,Q,,,,,,,,
y003,5,B,0,,t0,0.9201,1.5379,1.5458,Q,,,,,,,,
y003,6,B,0,,t0,0.876,1.5343,1.5456,Q,,,,,,,,
y003,7,B,0,,t0,1.108,1.5324,1.5399,Q,,,,,,,,
y003,8,B,0,,t0,1.1472,1.5458,1.5542,Q,,,,,,,,
y003,9,B,0,,t0,1.1631,1.5529,1.5531,Q,,,,,,,,
y003,10,B,0,,t0,1.2875,1.5226,1.5555,Q,,,,,,,,
y003,11,B,0,,t0,1.2623,1.552,1.5645,Q,,,,,,,,
y003,12,B,0,,t0,1.1445,1.5322,1.5608,Q,,,,,,,,
y026,1,B,0,,t0,1.421,1.4903,1.4823,Q,,,,,,,,
y026,2,B,0,,t0,1.3725,1.4654,1.4813,Q,,,,,,,,
y026,3,B,0,,t0,1.4032,1.4949,1.4877,Q,,,,,,,,
y026,4,B,0,,t0,1.3828,1.4949,1.4879,Q,,,,,,,,
y026,5,B,0,,t0,1.1647,1.4818,1.4809,Q,,,,,,,,
y026,6,B,0,,t0,1.1425,1.4929,1.4925,Q,,,,,,,,
y026,7,B,0,,t0,0.6841,1.4475,1.448,Q,,,,,,,,
y026,8,B,0,,t0,1.2369,1.4641,1.4627,Q,,,,,,,,
y026,9,B,0,,t0,1.2648,1.4858,1.4735,Q,,,,,,,,
y026,10,B,0,,t0,1.3255,1.4866,1.4777,Q,,,,,,,,
y026,11,B,0,,t0,1.3739,1.4862,1.4819,Q,,,,,,,,
y026,12,B,0,,t0,0.0995,0.1002,0.1922,Q,,,,,,,,
y106,1,B,0.03,,t0,0.1281,0.1579,0.1648,Q,,,,,,,,
y106,2,B,0.03,,t0,0.1083,0.1173,0.0969,Q,,,,,,,,
y106,3,B,0.03,,t0,0.1071,0.1198,0.1233,Q,,,,,,,,
y106,4,B,0.03,,t0,0.1063,0.134,0.1352,Q,,,,,,,,
y106,5,B,0.03,,t0,0.1032,0.1086,0.085,Q,,,,,,,,
y106,6,B,0.03,,t0,0.1035,0.1183,0.1182,Q,,,,,,,,
y106,7,B,0.03,,t0,0.1012,0.1044,0.082,Q,,,,,,,,
y106,8,B,0.03,,t0,0.1082,0.1257,0.1533,Q,,,,,,,,
y106,9,B,0.03,,t0,0.1094,0.1322,0.1266,Q,,,,,,,,
y106,10,B,0.03,,t0,0.1154,0.172,0.18,Q,,,,,,,,
y106,11,B,0.03,,t0,0.1061,0.1158,0.1166,Q,,,,,,,,
y106,12,B,0.03,,t0,0.1086,0.1469,0.1769,Q,,,,,,,,
y048,1,B,0.03,,t0,0.1592,0.2948,0.3379,Q,,,,,,,,
y048,2,B,0.03,,t0,0.1917,0.3638,0.4238,Q,,,,,,,,
y048,3,B,0.03,,t0,0.2024,0.3838,0.4778,Q,,,,,,,,
y048,4,B,0.03,,t0,0.1969,0.4234,0.5586,Q,,,,,,,,
y048,5,B,0.03,,t0,0.2412,0.4423,0.5409,Q,,,,,,,,
y048,6,B,0.03,,t0,0.2718,0.516,0.6451,Q,,,,,,,,
y048,7,B,0.03,,t0,0.24,0.4234,0.5032,Q,,,,,,,,
y048,8,B,0.03,,t0,0.2104,0.3902,0.48,Q,,,,,,,,
y048,9,B,0.03,,t0,0.2598,0.6172,0.7524,Q,,,,,,,,
y048,10,B,0.03,,t0,0.2208,0.401,0.4769,Q,,,,,,,,
y048,11,B,0.03,,t0,0.1915,0.364,0.4446,Q,,,,,,,,
y048,12,B,0.03,,t0,0.2386,0.4086,0.5019,Q,,,,,,,,
y079,1,B,0.03,,t0,0.3097,1.1405,1.3413,Q,,,,,,,,
y079,2,B,0.03,,t0,0.3032,0.9234,1.2772,Q,,,,,,,,
y079,3,B,0.03,,t0,0.1627,0.692,1.3211,Q,,,,,,,,
y079,4,B,0.03,,t0,0.1884,0.7378,1.398,Q,,,,,,,,
y079,5,B,0.03,,t0,0.1831,0.7041,1.3509,Q,,,,,,,,
y079,6,B,0.03,,t0,0.1363,0.6391,1.3524,Q,,,,,,,,
y079,7,B,0.03,,t0,0.1431,0.7747,1.2713,Q,,,,,,,,
y079,8,B,0.03,,t0,0.1619,0.884,1.409,Q,,,,,,,,
y079,9,B,0.03,,t0,0.2624,1.0419,1.3143,Q,,,,,,,,
y079,10,B,0.03,,t0,0.1653,0.721,1.3703,Q,,,,,,,,
y079,11,B,0.03,,t0,0.2454,1.0009,1.2673,Q,,,,,,,,
y079,12,B,0.03,,t0,0.412,1.3587,1.3802,Q,,,,,,,,
y074,1,B,0.03,,t0,0.1018,0.1241,0.1298,Q,,,,,,,,
y074,2,B,0.03,,t0,0.1036,0.122,0.1105,Q,,,,,,,,
y074,3,B,0.03,,t0,0.1038,0.1258,0.142,Q,,,,,,,,
y074,4,B,0.03,,t0,0.1049,0.1042,0.0938,Q,,,,,,,,
y074,5,B,0.03,,t0,0.1036,0.1018,0.0782,Q,,,,,,,,
y074,6,B,0.03,,t0,0.1085,0.1037,0.0767,Q,,,,,,,,
y074,7,B,0.03,,t0,0.106,0.1042,0.0808,Q,,,,,,,,
y074,8,B,0.03,,t0,0.1032,0.1179,0.1134,Q,,,,,,,,
y074,9,B,0.03,,t0,0.1029,0.1146,0.1148,Q,,,,,,,,
y074,10,B,0.03,,t0,0.1052,0.1127,0.1059,Q,,,,,,,,
y074,11,B,0.03,,t0,0.1021,0.1035,0.0763,Q,,,,,,,,
y074,12,B,0.03,,t0,0.1024,0.1108,0.09,Q,,,,,,,,
y076,1,B,0.03,,t0,0.1787,0.3121,0.5854,Q,,,,,,,,
y076,2,B,0.03,,t0,0.1536,0.322,0.6575,Q,,,,,,,,
y076,3,B,0.03,,t0,0.1462,0.2993,0.6191,Q,,,,,,,,
y076,4,B,0.03,,t0,0.1487,0.2853,0.5905,Q,,,,,,,,
y076,5,B,0.03,,t0,0.1422,0.3142,0.771,Q,,,,,,,,
y076,6,B,0.03,,t0,0.1453,0.2913,0.6961,Q,,,,,,,,
y076,7,B,0.03,,t0,0.15,0.3162,0.6654,Q,,,,,,,,
y076,8,B,0.03,,t0,0.1357,0.2425,0.404,Q,,,,,,,,
y076,9,B,0.03,,t0,0.1285,0.3176,0.7902,Q,,,,,,,,
y076,10,B,0.03,,t0,0.1176,0.2314,0.4727,Q,,,,,,,,
y076,11,B,0.03,,t0,0.1271,0.3021,0.6469,Q,,,,,,,,
y076,12,B,0.03,,t0,0.1554,0.295,0.6229,Q,,,,,,,,
